Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q13535	ATR	Atypical	PIKK	2.11688587360041	0.96657624451305	3.08346211811346	3.12595562582526	-1.0120086873869	-1.0120086873869	0	3
O14757	CHK1	CAMK	CAMKL	1.47306482798253	0.686132779630847	2.15919760761338	2.15465386258859	-0.580955542843383	-0.580955542843383	0	5
P04626	HER2	TK	EGFR	1.31195306418086	0.221693331189034	1.53364639536989	1.52143350440616	-0.313874868722981	-0.311968865397155	0.0251722348910146	37.1111111111111
Q15303	HER4	TK	EGFR	1.24962381331856	0.247009687570533	1.4966335008891	1.47221548173597	-0.337971555247963	-0.309696226636696	0.0728368753088781	32.3333333333333
P09769	Fgr	TK	Src	0.986144268230309	0.300654707479146	1.28679897570945	1.41675587127368	-0.372218045942917	-0.384034356588725	0.0930502730481099	12.4444444444444
P41240	CSK	TK	Csk	1.20849542967061	0.150318024682135	1.35881345435275	1.40795655037064	-0.294901642247054	-0.296879268698634	0.0248491597912579	46
P00533	EGFR	TK	EGFR	1.19874020636719	0.176464381514475	1.37520458788166	1.37304404856455	-0.291349145910044	-0.287349040137513	0.0170952141249408	49.8888888888889
Q02750	MEK1/MAP2K1	STE	STE7	0.971194568229956	0.297569463554475	1.26876403178443	1.26414570806753	-0.390872785787811	-0.390872785787811	0	5
O14733	MAP2K7	STE	STE7	0.909180408944411	0.297569463554475	1.20674987249889	1.19719891843691	-0.370598926048992	-0.370598926048992	0	6
Q05397	FAK1	TK	Fak	0.922536499075384	0.192950308011325	1.11548680708671	1.12003296362461	-0.283958063767715	-0.282581673605382	0.0323036550627361	48.4444444444444
P54762	EphB1	TK	Eph	0.745606946710638	0.218963061378868	0.964570008089507	0.958891673393793	-0.356693784279246	-0.356693784279246	0	3
P08581	Met	TK	Met	0.735094385653716	0.18419563487579	0.919290020529506	0.946245659478496	-0.275548577147211	-0.273646109719162	0.0216093379150771	31.5555555555556
P11362	FGFR1	TK	FGFR	0.712543091870794	0.191945927402146	0.90448901927294	0.923738318480644	-0.302004018519379	-0.296563444982108	0.0444967604613674	14.3333333333333
P46734	MKK3/MAP2K3	STE	STE7	0.623134203369229	0.297569463554475	0.920703666923704	0.920992506497963	-0.306692907401423	-0.306692907401423	0	5
