Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P42681	TXK	TK	Tec	2.05362704011104	0.686132779630847	2.73975981974189	3.38510278396687	0.899538311082533	0.911098733688454	0.0301984163801788	27.4444444444444
Q13535	ATR	Atypical	PIKK	1.67074654524755	0.686132779630847	2.35687932487839	2.34371009880864	1.3893243483578	1.3893243483578	0	3
P42680	TEC	TK	Tec	1.25027062158745	0.51427857351842	1.76454919510587	2.0993052255476	0.763000646938786	0.799976974492543	0.0610150745855061	37.5555555555556
P04629	TRKA	TK	Trk	1.32292451015878	0.667037867840577	1.98996237799936	2.00489154225526	0.869974635692434	0.875007446314303	0.0224991402063037	17.7777777777778
Q16288	TRKC	TK	Trk	1.3948622692474	0.686132779630847	2.08099504887824	2.00489154225526	0.846270160256167	0.843690569430514	0.0473481538536403	24.6666666666667
Q06418	Tyro3/Sky	TK	Axl	1.29538043769097	0.51427857351842	1.80965901120939	1.83303733614283	0.774131392224365	0.768902646548072	0.0190110415399621	47.3333333333333
Q13308	CCK4/PTK7	TK	CCK4	0.846630505626498	0.96657624451305	1.81320675013955	1.82669715811181	0.971549884614911	0.971549884614911	0	3
P12931	Src	TK	Src	1.25931796490907	0.609753132469768	1.86907109737883	1.7830427926389	0.769525354744926	0.761430970010081	0.0374743027576585	47.8888888888889
P08631	HCK	TK	Src	1.12054456618431	0.686132779630847	1.80667734581515	1.72234495228529	0.836869712512485	0.807384681202166	0.108837596657484	23.2222222222222
P51813	Etk/BMX	TK	Tec	1.35572697911439	0.590658220679498	1.94638519979389	1.68176966081218	0.815450851586203	0.842878575456882	0.0633733547448399	32.6666666666667
P07333	FmS/CSFR	TK	PDGFR	0.644114990794763	0.783390960543842	1.42750595133861	1.63039320138478	0.849855973354209	0.914325900957627	0.234052636972845	7.125
Q9UM73	ALK	TK	Alk	0.872134236971522	0.51427857351842	1.38641281048994	1.42085688835618	0.719247716853058	0.711035429621492	0.0356224588177333	50.8888888888889
P43405	Syk	TK	Syk	1.15366978215113	0.51427857351842	1.66794835566955	1.41390802840086	0.714152817821596	0.709358163270922	0.0199095101671828	79
P43403	ZAP70	TK	Syk	0.848957062808654	0.51427857351842	1.36323563632707	1.37439948711718	0.713703909303766	0.717804814858593	0.0174765235599228	67
O14757	CHK1	CAMK	CAMKL	0.841977062686354	0.517126416391246	1.3591034790776	1.35277356060681	0.921235149814328	0.921235149814328	0	5
P07947	Yes	TK	Src	0.668201982866036	0.686132779630847	1.35433476249688	1.34371009880864	0.745247296811458	0.762743500810699	0.0427677706657679	26.6666666666667
P30530	Axl	TK	Axl	0.696569760514914	0.571563308889229	1.26813306940414	1.33588476129668	0.702670104076927	0.703610092529278	0.0149821052842762	63.8888888888889
